air conditioner worker_100...Round 1 ...
Constraint 3: x rln y <-> y inverse(rln) x	(('evaporator', 'requires', 'expansion valve'), True)	(('expansion valve', 'required by', 'evaporator'), True)
Constraint 1: x rln y <-> y rln x	(('evaporator', 'connects', 'expansion valve'), True)	(('expansion valve', 'connects', 'evaporator'), True)
Round 2 ...
Constraint 3: x rln y <-> y inverse(rln) x	(('condenser', 'requires', 'compressor'), False)	(('compressor', 'required by', 'condenser'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('evaporator', 'requires', 'compressor'), False)	(('compressor', 'required by', 'evaporator'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('expansion valve', 'requires', 'condenser'), False)	(('condenser', 'required by', 'expansion valve'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('expansion valve', 'requires', 'evaporator'), False)	(('evaporator', 'required by', 'expansion valve'), False)
Round 3 ...
bicycle worker_101...Round 1 ...
Constraint 1: x rln y <-> y rln x	(('brake lever', 'connects', 'left handlebar'), True)	(('left handlebar', 'connects', 'brake lever'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('left handlebar', 'above', 'frame'), True)	(('frame', 'above', 'left handlebar'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('left handlebar', 'above', 'frame'), True)	(('frame', 'below', 'left handlebar'), True)
Constraint 1: x rln y <-> y rln x	(('left handlebar', 'connects', 'frame'), True)	(('frame', 'connects', 'left handlebar'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('seat', 'above', 'frame'), True)	(('frame', 'above', 'seat'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('seat', 'above', 'frame'), True)	(('frame', 'below', 'seat'), True)
Constraint 1: x rln y <-> y rln x	(('seat', 'connects', 'frame'), True)	(('frame', 'connects', 'seat'), True)
Constraint 1: x rln y <-> y rln x	(('brake', 'connects', 'frame'), True)	(('frame', 'connects', 'brake'), True)
Constraint 1: x rln y <-> y rln x	(('chain', 'connects', 'frame'), True)	(('frame', 'connects', 'chain'), True)
Constraint 1: x rln y <-> y rln x	(('gear', 'connects', 'frame'), True)	(('frame', 'connects', 'gear'), True)
Constraint 1: x rln y <-> y rln x	(('rear wheel', 'connects', 'frame'), True)	(('frame', 'connects', 'rear wheel'), True)
Constraint 1: x rln y <-> y rln x	(('front wheel', 'connects', 'frame'), True)	(('frame', 'connects', 'front wheel'), True)
Constraint 1: x rln y <-> y rln x	(('right handlebar', 'connects', 'frame'), True)	(('frame', 'connects', 'right handlebar'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('right handlebar', 'above', 'frame'), True)	(('frame', 'above', 'right handlebar'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('right handlebar', 'above', 'frame'), True)	(('frame', 'below', 'right handlebar'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('front wheel', 'behind', 'rear wheel'), True)	(('rear wheel', 'behind', 'front wheel'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('front wheel', 'behind', 'rear wheel'), True)	(('rear wheel', 'in front of', 'front wheel'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('chain', 'surrounds', 'gear'), True)	(('gear', 'surrounds', 'chain'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('chain', 'surrounds', 'gear'), True)	(('gear', 'surrounded by', 'chain'), True)
Constraint 1: x rln y <-> y rln x	(('chain', 'connects', 'gear'), True)	(('gear', 'connects', 'chain'), True)
Constraint 1: x rln y <-> y rln x	(('gear', 'connects', 'pedals'), True)	(('pedals', 'connects', 'gear'), True)
Constraint 1: x rln y <-> y rln x	(('brake', 'next to', 'rear wheel'), True)	(('rear wheel', 'next to', 'brake'), True)
Round 2 ...
Constraint 3: x rln y <-> y inverse(rln) x	(('frame', 'above', 'left handlebar'), False)	(('left handlebar', 'below', 'frame'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('frame', 'above', 'seat'), False)	(('seat', 'below', 'frame'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('frame', 'above', 'right handlebar'), False)	(('right handlebar', 'below', 'frame'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('rear wheel', 'behind', 'front wheel'), False)	(('front wheel', 'in front of', 'rear wheel'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('gear', 'surrounds', 'chain'), False)	(('chain', 'surrounded by', 'gear'), False)
Round 3 ...
bicycle worker_102...Round 1 ...
Constraint 1: x rln y <-> y rln x	(('handlebars', 'connects', 'brake lever'), True)	(('brake lever', 'connects', 'handlebars'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('brake lever', 'requires', 'brake'), True)	(('brake', 'requires', 'brake lever'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('brake lever', 'requires', 'brake'), True)	(('brake', 'required by', 'brake lever'), True)
Constraint 1: x rln y <-> y rln x	(('brake', 'connects', 'frame'), True)	(('frame', 'connects', 'brake'), True)
Constraint 1: x rln y <-> y rln x	(('handlebars', 'connects', 'frame'), True)	(('frame', 'connects', 'handlebars'), True)
Constraint 1: x rln y <-> y rln x	(('wheels', 'connects', 'frame'), True)	(('frame', 'connects', 'wheels'), True)
Constraint 1: x rln y <-> y rln x	(('seat', 'connects', 'frame'), True)	(('frame', 'connects', 'seat'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('frame', 'above', 'pedals'), True)	(('pedals', 'above', 'frame'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('frame', 'above', 'pedals'), True)	(('pedals', 'below', 'frame'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('pedals', 'requires', 'gear'), True)	(('gear', 'requires', 'pedals'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('pedals', 'requires', 'gear'), True)	(('gear', 'required by', 'pedals'), True)
Constraint 1: x rln y <-> y rln x	(('gear', 'connects', 'wheels'), True)	(('wheels', 'connects', 'gear'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('pedals', 'requires', 'chain'), True)	(('chain', 'requires', 'pedals'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('pedals', 'requires', 'chain'), True)	(('chain', 'required by', 'pedals'), True)
Constraint 1: x rln y <-> y rln x	(('wheels', 'connects', 'chain'), True)	(('chain', 'connects', 'wheels'), True)
Round 2 ...
Constraint 3: x rln y <-> y inverse(rln) x	(('brake', 'requires', 'brake lever'), False)	(('brake lever', 'required by', 'brake'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('pedals', 'above', 'frame'), False)	(('frame', 'below', 'pedals'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('gear', 'requires', 'pedals'), False)	(('pedals', 'required by', 'gear'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('chain', 'requires', 'pedals'), False)	(('pedals', 'required by', 'chain'), False)
Round 3 ...
bicycle worker_103...Round 1 ...
Constraint 2: x rln y -> NOT(y rln x)	(('seat', 'above', 'frame'), True)	(('frame', 'above', 'seat'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('seat', 'above', 'frame'), True)	(('frame', 'below', 'seat'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('frame', 'behind', 'handlebars'), True)	(('handlebars', 'behind', 'frame'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('frame', 'behind', 'handlebars'), True)	(('handlebars', 'in front of', 'frame'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('frame', 'above', 'pedals'), True)	(('pedals', 'above', 'frame'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('frame', 'above', 'pedals'), True)	(('pedals', 'below', 'frame'), True)
Constraint 1: x rln y <-> y rln x	(('pedals', 'connects', 'gear'), True)	(('gear', 'connects', 'pedals'), True)
Constraint 1: x rln y <-> y rln x	(('gear', 'connects', 'chain'), True)	(('chain', 'connects', 'gear'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('brake lever', 'part of', 'handlebars'), True)	(('handlebars', 'part of', 'brake lever'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('brake lever', 'part of', 'handlebars'), True)	(('handlebars', 'has part', 'brake lever'), True)
Constraint 1: x rln y <-> y rln x	(('brake lever', 'connects', 'brake'), True)	(('brake', 'connects', 'brake lever'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('brake', 'surrounds', 'wheels'), True)	(('wheels', 'surrounds', 'brake'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('brake', 'surrounds', 'wheels'), True)	(('wheels', 'surrounded by', 'brake'), True)
Constraint 4 (True antecedent)	('seat', 'above', 'frame')('frame', 'above', 'pedals')	(('seat', 'above', 'pedals'), True)
Constraint 4 (True antecedent)	('pedals', 'below', 'frame')('frame', 'below', 'seat')	(('pedals', 'below', 'seat'), True)
Round 2 ...
Constraint 3: x rln y <-> y inverse(rln) x	(('frame', 'above', 'seat'), False)	(('seat', 'below', 'frame'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('handlebars', 'behind', 'frame'), False)	(('frame', 'in front of', 'handlebars'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('pedals', 'above', 'frame'), False)	(('frame', 'below', 'pedals'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('handlebars', 'part of', 'brake lever'), False)	(('brake lever', 'has part', 'handlebars'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('wheels', 'surrounds', 'brake'), False)	(('brake', 'surrounded by', 'wheels'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('seat', 'above', 'pedals'), True)	(('pedals', 'above', 'seat'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('pedals', 'below', 'seat'), True)	(('seat', 'below', 'pedals'), False)
Round 3 ...
binoculars worker_101...Round 1 ...
Constraint 1: x rln y <-> y rln x	(('diopter', 'connects', 'adjustable eye cup'), True)	(('adjustable eye cup', 'connects', 'diopter'), True)
Constraint 1: x rln y <-> y rln x	(('diopter', 'next to', 'adjustable eye cup'), True)	(('adjustable eye cup', 'next to', 'diopter'), True)
Constraint 1: x rln y <-> y rln x	(('diopter', 'next to', 'focus'), True)	(('focus', 'next to', 'diopter'), True)
Constraint 1: x rln y <-> y rln x	(('diopter', 'connects', 'frame'), True)	(('frame', 'connects', 'diopter'), True)
Constraint 1: x rln y <-> y rln x	(('focus', 'connects', 'frame'), True)	(('frame', 'connects', 'focus'), True)
Constraint 1: x rln y <-> y rln x	(('frame', 'connects', 'objective lens'), True)	(('objective lens', 'connects', 'frame'), True)
Constraint 1: x rln y <-> y rln x	(('frame', 'next to', 'ocular lens'), True)	(('ocular lens', 'next to', 'frame'), True)
Constraint 1: x rln y <-> y rln x	(('frame', 'connects', 'ocular lens'), True)	(('ocular lens', 'connects', 'frame'), True)
Round 2 ...
binoculars worker_102...Round 1 ...
Constraint 2: x rln y -> NOT(y rln x)	(('diopter', 'behind', 'objective lens'), True)	(('objective lens', 'behind', 'diopter'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('diopter', 'behind', 'objective lens'), True)	(('objective lens', 'in front of', 'diopter'), True)
Constraint 1: x rln y <-> y rln x	(('diopter', 'connects', 'adjustable eye cup'), True)	(('adjustable eye cup', 'connects', 'diopter'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('focus', 'behind', 'adjustable eye cup'), True)	(('adjustable eye cup', 'behind', 'focus'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('focus', 'behind', 'adjustable eye cup'), True)	(('adjustable eye cup', 'in front of', 'focus'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('ocular lens', 'behind', 'adjustable eye cup'), True)	(('adjustable eye cup', 'behind', 'ocular lens'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('ocular lens', 'behind', 'adjustable eye cup'), True)	(('adjustable eye cup', 'in front of', 'ocular lens'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('adjustable eye cup', 'behind', 'diopter'), True)	(('diopter', 'behind', 'adjustable eye cup'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('adjustable eye cup', 'behind', 'diopter'), True)	(('diopter', 'in front of', 'adjustable eye cup'), True)
Constraint 1: x rln y <-> y rln x	(('adjustable eye cup', 'connects', 'focus'), True)	(('focus', 'connects', 'adjustable eye cup'), True)
Constraint 1: x rln y <-> y rln x	(('adjustable eye cup', 'connects', 'ocular lens'), True)	(('ocular lens', 'connects', 'adjustable eye cup'), True)
Constraint 4 (True antecedent)	('focus', 'behind', 'adjustable eye cup')('adjustable eye cup', 'behind', 'diopter')	(('focus', 'behind', 'diopter'), True)
Constraint 4 (True antecedent)	('ocular lens', 'behind', 'adjustable eye cup')('adjustable eye cup', 'behind', 'diopter')	(('ocular lens', 'behind', 'diopter'), True)
Constraint 4 (True antecedent)	('adjustable eye cup', 'behind', 'diopter')('diopter', 'behind', 'objective lens')	(('adjustable eye cup', 'behind', 'objective lens'), True)
Constraint 4 (True antecedent)	('objective lens', 'in front of', 'diopter')('diopter', 'in front of', 'adjustable eye cup')	(('objective lens', 'in front of', 'adjustable eye cup'), True)
Constraint 4 (True antecedent)	('diopter', 'in front of', 'adjustable eye cup')('adjustable eye cup', 'in front of', 'focus')	(('diopter', 'in front of', 'focus'), True)
Constraint 4 (True antecedent)	('diopter', 'in front of', 'adjustable eye cup')('adjustable eye cup', 'in front of', 'ocular lens')	(('diopter', 'in front of', 'ocular lens'), True)
Round 2 ...
Constraint 3: x rln y <-> y inverse(rln) x	(('objective lens', 'behind', 'diopter'), False)	(('diopter', 'in front of', 'objective lens'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('adjustable eye cup', 'behind', 'focus'), False)	(('focus', 'in front of', 'adjustable eye cup'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('adjustable eye cup', 'behind', 'ocular lens'), False)	(('ocular lens', 'in front of', 'adjustable eye cup'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('diopter', 'behind', 'adjustable eye cup'), False)	(('adjustable eye cup', 'in front of', 'diopter'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('focus', 'behind', 'diopter'), True)	(('diopter', 'behind', 'focus'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('ocular lens', 'behind', 'diopter'), True)	(('diopter', 'behind', 'ocular lens'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('adjustable eye cup', 'behind', 'objective lens'), True)	(('objective lens', 'behind', 'adjustable eye cup'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('objective lens', 'in front of', 'adjustable eye cup'), True)	(('adjustable eye cup', 'in front of', 'objective lens'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('diopter', 'in front of', 'focus'), True)	(('focus', 'in front of', 'diopter'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('diopter', 'in front of', 'ocular lens'), True)	(('ocular lens', 'in front of', 'diopter'), False)
Constraint 4 (True antecedent)	('focus', 'behind', 'adjustable eye cup')('adjustable eye cup', 'behind', 'objective lens')	(('focus', 'behind', 'objective lens'), True)
Constraint 4 (True antecedent)	('ocular lens', 'behind', 'adjustable eye cup')('adjustable eye cup', 'behind', 'objective lens')	(('ocular lens', 'behind', 'objective lens'), True)
Constraint 4 (True antecedent)	('objective lens', 'in front of', 'diopter')('diopter', 'in front of', 'focus')	(('objective lens', 'in front of', 'focus'), True)
Constraint 4 (True antecedent)	('objective lens', 'in front of', 'diopter')('diopter', 'in front of', 'ocular lens')	(('objective lens', 'in front of', 'ocular lens'), True)
Round 3 ...
Constraint 2: x rln y -> NOT(y rln x)	(('focus', 'behind', 'objective lens'), True)	(('objective lens', 'behind', 'focus'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('ocular lens', 'behind', 'objective lens'), True)	(('objective lens', 'behind', 'ocular lens'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('objective lens', 'in front of', 'focus'), True)	(('focus', 'in front of', 'objective lens'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('objective lens', 'in front of', 'ocular lens'), True)	(('ocular lens', 'in front of', 'objective lens'), False)
Round 4 ...
binoculars worker_100...Round 1 ...
Constraint 1: x rln y <-> y rln x	(('focus', 'next to', 'ocular lens'), True)	(('ocular lens', 'next to', 'focus'), True)
Constraint 1: x rln y <-> y rln x	(('focus', 'next to', 'adjustable eye cup'), True)	(('adjustable eye cup', 'next to', 'focus'), True)
Constraint 1: x rln y <-> y rln x	(('focus', 'next to', 'diopter'), True)	(('diopter', 'next to', 'focus'), True)
Constraint 1: x rln y <-> y rln x	(('ocular lens', 'connects', 'adjustable eye cup'), True)	(('adjustable eye cup', 'connects', 'ocular lens'), True)
Constraint 1: x rln y <-> y rln x	(('diopter', 'connects', 'adjustable eye cup'), True)	(('adjustable eye cup', 'connects', 'diopter'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('diopter', 'behind', 'objective lens'), True)	(('objective lens', 'behind', 'diopter'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('diopter', 'behind', 'objective lens'), True)	(('objective lens', 'in front of', 'diopter'), True)
Round 2 ...
Constraint 3: x rln y <-> y inverse(rln) x	(('objective lens', 'behind', 'diopter'), False)	(('diopter', 'in front of', 'objective lens'), False)
Round 3 ...
blender worker_101...Round 1 ...
Constraint 1: x rln y <-> y rln x	(('refilling cap', 'connects', 'lid'), True)	(('lid', 'connects', 'refilling cap'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('refilling cap', 'above', 'lid'), True)	(('lid', 'above', 'refilling cap'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('refilling cap', 'above', 'lid'), True)	(('lid', 'below', 'refilling cap'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('lid', 'above', 'pitcher'), True)	(('pitcher', 'above', 'lid'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('lid', 'above', 'pitcher'), True)	(('pitcher', 'below', 'lid'), True)
Constraint 1: x rln y <-> y rln x	(('lid', 'connects', 'pitcher'), True)	(('pitcher', 'connects', 'lid'), True)
Constraint 1: x rln y <-> y rln x	(('handle', 'next to', 'pitcher'), True)	(('pitcher', 'next to', 'handle'), True)
Constraint 1: x rln y <-> y rln x	(('handle', 'connects', 'pitcher'), True)	(('pitcher', 'connects', 'handle'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('pitcher', 'above', 'base'), True)	(('base', 'above', 'pitcher'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('pitcher', 'above', 'base'), True)	(('base', 'below', 'pitcher'), True)
Constraint 1: x rln y <-> y rln x	(('pitcher', 'connects', 'base'), True)	(('base', 'connects', 'pitcher'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('power', 'part of', 'control board'), True)	(('control board', 'part of', 'power'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('power', 'part of', 'control board'), True)	(('control board', 'has part', 'power'), True)
Constraint 1: x rln y <-> y rln x	(('base', 'connects', 'control board'), True)	(('control board', 'connects', 'base'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('control board', 'above', 'base'), True)	(('base', 'above', 'control board'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('control board', 'above', 'base'), True)	(('base', 'below', 'control board'), True)
Constraint 4 (True antecedent)	('refilling cap', 'above', 'lid')('lid', 'above', 'pitcher')	(('refilling cap', 'above', 'pitcher'), True)
Constraint 4 (True antecedent)	('lid', 'above', 'pitcher')('pitcher', 'above', 'base')	(('lid', 'above', 'base'), True)
Constraint 4 (True antecedent)	('pitcher', 'below', 'lid')('lid', 'below', 'refilling cap')	(('pitcher', 'below', 'refilling cap'), True)
Constraint 4 (True antecedent)	('base', 'below', 'pitcher')('pitcher', 'below', 'lid')	(('base', 'below', 'lid'), True)
Round 2 ...
Constraint 3: x rln y <-> y inverse(rln) x	(('lid', 'above', 'refilling cap'), False)	(('refilling cap', 'below', 'lid'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('pitcher', 'above', 'lid'), False)	(('lid', 'below', 'pitcher'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('base', 'above', 'pitcher'), False)	(('pitcher', 'below', 'base'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('control board', 'part of', 'power'), False)	(('power', 'has part', 'control board'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('base', 'above', 'control board'), False)	(('control board', 'below', 'base'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('refilling cap', 'above', 'pitcher'), True)	(('pitcher', 'above', 'refilling cap'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('lid', 'above', 'base'), True)	(('base', 'above', 'lid'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('pitcher', 'below', 'refilling cap'), True)	(('refilling cap', 'below', 'pitcher'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('base', 'below', 'lid'), True)	(('lid', 'below', 'base'), False)
Constraint 4 (True antecedent)	('refilling cap', 'above', 'lid')('lid', 'above', 'base')	(('refilling cap', 'above', 'base'), True)
Constraint 4 (True antecedent)	('base', 'below', 'pitcher')('pitcher', 'below', 'refilling cap')	(('base', 'below', 'refilling cap'), True)
Round 3 ...
Constraint 2: x rln y -> NOT(y rln x)	(('refilling cap', 'above', 'base'), True)	(('base', 'above', 'refilling cap'), False)
Constraint 2: x rln y -> NOT(y rln x)	(('base', 'below', 'refilling cap'), True)	(('refilling cap', 'below', 'base'), False)
Round 4 ...
blender worker_100...Round 1 ...
Constraint 1: x rln y <-> y rln x	(('refilling cap', 'connects', 'lid'), True)	(('lid', 'connects', 'refilling cap'), True)
Constraint 1: x rln y <-> y rln x	(('lid', 'connects', 'pitcher'), True)	(('pitcher', 'connects', 'lid'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('handle', 'part of', 'pitcher'), True)	(('pitcher', 'part of', 'handle'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('handle', 'part of', 'pitcher'), True)	(('pitcher', 'has part', 'handle'), True)
Constraint 1: x rln y <-> y rln x	(('pitcher', 'connects', 'base'), True)	(('base', 'connects', 'pitcher'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('control board', 'part of', 'base'), True)	(('base', 'part of', 'control board'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('control board', 'part of', 'base'), True)	(('base', 'has part', 'control board'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('control board', 'requires', 'power'), True)	(('power', 'requires', 'control board'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('control board', 'requires', 'power'), True)	(('power', 'required by', 'control board'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('power', 'part of', 'base'), True)	(('base', 'part of', 'power'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('power', 'part of', 'base'), True)	(('base', 'has part', 'power'), True)
Round 2 ...
Constraint 3: x rln y <-> y inverse(rln) x	(('pitcher', 'part of', 'handle'), False)	(('handle', 'has part', 'pitcher'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('base', 'part of', 'control board'), False)	(('control board', 'has part', 'base'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('power', 'requires', 'control board'), False)	(('control board', 'required by', 'power'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('base', 'part of', 'power'), False)	(('power', 'has part', 'base'), False)
Round 3 ...
blender worker_104...Round 1 ...
Constraint 2: x rln y -> NOT(y rln x)	(('refilling cap', 'above', 'lid'), True)	(('lid', 'above', 'refilling cap'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('refilling cap', 'above', 'lid'), True)	(('lid', 'below', 'refilling cap'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('lid', 'above', 'pitcher'), True)	(('pitcher', 'above', 'lid'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('lid', 'above', 'pitcher'), True)	(('pitcher', 'below', 'lid'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('lid', 'above', 'handle'), True)	(('handle', 'above', 'lid'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('lid', 'above', 'handle'), True)	(('handle', 'below', 'lid'), True)
Constraint 1: x rln y <-> y rln x	(('pitcher', 'next to', 'handle'), True)	(('handle', 'next to', 'pitcher'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('pitcher', 'above', 'power'), True)	(('power', 'above', 'pitcher'), False)
Constraint 3: x rln y <-> y inverse(rln) x	(('pitcher', 'above', 'power'), True)	(('power', 'below', 'pitcher'), True)
Constraint 2: x rln y -> NOT(y rln x)	(('power', 'above', 'base'), True)	(('base', 'above', 'power'), False)
