everyday-thing	worker id	part1	relation	part2	label
binoculars	worker_102	adjustable eye cup	in front of	ocular lens	TRUE
binoculars	worker_102	diopter	behind	adjustable eye cup	FALSE
binoculars	worker_102	diopter	in front of	adjustable eye cup	TRUE
binoculars	worker_102	focus	connects	adjustable eye cup	TRUE
binoculars	worker_102	ocular lens	connects	adjustable eye cup	TRUE
binoculars	worker_102	focus	behind	diopter	TRUE
binoculars	worker_102	ocular lens	behind	diopter	TRUE
binoculars	worker_102	adjustable eye cup	behind	objective lens	TRUE
binoculars	worker_102	objective lens	in front of	adjustable eye cup	TRUE
binoculars	worker_102	diopter	in front of	focus	TRUE
binoculars	worker_102	diopter	in front of	ocular lens	TRUE
binoculars	worker_102	diopter	in front of	objective lens	FALSE
binoculars	worker_102	focus	in front of	adjustable eye cup	FALSE
binoculars	worker_102	ocular lens	in front of	adjustable eye cup	FALSE
binoculars	worker_102	adjustable eye cup	in front of	diopter	FALSE
binoculars	worker_102	diopter	behind	focus	FALSE
binoculars	worker_102	diopter	behind	ocular lens	FALSE
binoculars	worker_102	objective lens	behind	adjustable eye cup	FALSE
binoculars	worker_102	adjustable eye cup	in front of	objective lens	FALSE
binoculars	worker_102	focus	in front of	diopter	FALSE
binoculars	worker_102	ocular lens	in front of	diopter	FALSE
binoculars	worker_102	focus	behind	objective lens	TRUE
binoculars	worker_102	ocular lens	behind	objective lens	TRUE
binoculars	worker_102	objective lens	in front of	focus	TRUE
binoculars	worker_102	objective lens	in front of	ocular lens	TRUE
binoculars	worker_102	objective lens	behind	focus	FALSE
binoculars	worker_102	objective lens	behind	ocular lens	FALSE
binoculars	worker_102	focus	in front of	objective lens	FALSE
binoculars	worker_102	ocular lens	in front of	objective lens	FALSE
binoculars	worker_100	focus	next to	ocular lens	TRUE
binoculars	worker_100	focus	next to	adjustable eye cup	TRUE
binoculars	worker_100	focus	next to	diopter	TRUE
binoculars	worker_100	ocular lens	connects	adjustable eye cup	TRUE
binoculars	worker_100	diopter	connects	adjustable eye cup	TRUE
binoculars	worker_100	diopter	behind	objective lens	TRUE
binoculars	worker_100	ocular lens	next to	focus	TRUE
binoculars	worker_100	adjustable eye cup	next to	focus	TRUE
binoculars	worker_100	diopter	next to	focus	TRUE
binoculars	worker_100	adjustable eye cup	connects	ocular lens	TRUE
binoculars	worker_100	adjustable eye cup	connects	diopter	TRUE
binoculars	worker_100	objective lens	behind	diopter	FALSE
binoculars	worker_100	objective lens	in front of	diopter	TRUE
binoculars	worker_100	diopter	in front of	objective lens	FALSE
blender	worker_101	refilling cap	connects	lid	TRUE
blender	worker_101	refilling cap	above	lid	TRUE
blender	worker_101	lid	above	pitcher	TRUE
blender	worker_101	lid	connects	pitcher	TRUE
blender	worker_101	handle	next to	pitcher	TRUE
blender	worker_101	handle	connects	pitcher	TRUE
blender	worker_101	pitcher	above	base	TRUE
blender	worker_101	pitcher	connects	base	TRUE
blender	worker_101	power	part of	control board	TRUE
blender	worker_101	base	connects	control board	TRUE
blender	worker_101	control board	above	base	TRUE
blender	worker_101	lid	connects	refilling cap	TRUE
blender	worker_101	lid	above	refilling cap	FALSE
blender	worker_101	lid	below	refilling cap	TRUE
blender	worker_101	pitcher	above	lid	FALSE
blender	worker_101	pitcher	below	lid	TRUE
blender	worker_101	pitcher	connects	lid	TRUE
blender	worker_101	pitcher	next to	handle	TRUE
blender	worker_101	pitcher	connects	handle	TRUE
blender	worker_101	base	above	pitcher	FALSE
blender	worker_101	base	below	pitcher	TRUE
blender	worker_101	base	connects	pitcher	TRUE
blender	worker_101	control board	part of	power	FALSE
blender	worker_101	control board	has part	power	TRUE
blender	worker_101	control board	connects	base	TRUE
blender	worker_101	base	above	control board	FALSE
blender	worker_101	base	below	control board	TRUE
blender	worker_101	refilling cap	above	pitcher	TRUE
blender	worker_101	lid	above	base	TRUE
blender	worker_101	pitcher	below	refilling cap	TRUE
blender	worker_101	base	below	lid	TRUE
blender	worker_101	refilling cap	below	lid	FALSE
blender	worker_101	lid	below	pitcher	FALSE
blender	worker_101	pitcher	below	base	FALSE
blender	worker_101	power	has part	control board	FALSE
blender	worker_101	control board	below	base	FALSE
blender	worker_101	pitcher	above	refilling cap	FALSE
blender	worker_101	base	above	lid	FALSE
blender	worker_101	refilling cap	below	pitcher	FALSE
blender	worker_101	lid	below	base	FALSE
blender	worker_101	refilling cap	above	base	TRUE
blender	worker_101	base	below	refilling cap	TRUE
blender	worker_101	base	above	refilling cap	FALSE
blender	worker_101	refilling cap	below	base	FALSE
blender	worker_100	refilling cap	connects	lid	TRUE
blender	worker_100	lid	connects	pitcher	TRUE
blender	worker_100	handle	part of	pitcher	TRUE
blender	worker_100	pitcher	connects	base	TRUE
blender	worker_100	control board	part of	base	TRUE
blender	worker_100	control board	requires	power	TRUE
blender	worker_100	power	part of	base	TRUE
blender	worker_100	lid	connects	refilling cap	TRUE
blender	worker_100	pitcher	connects	lid	TRUE
blender	worker_100	pitcher	part of	handle	FALSE
blender	worker_100	pitcher	has part	handle	TRUE
blender	worker_100	base	connects	pitcher	TRUE
blender	worker_100	base	part of	control board	FALSE
blender	worker_100	base	has part	control board	TRUE
blender	worker_100	power	requires	control board	FALSE
blender	worker_100	power	required by	control board	TRUE
blender	worker_100	base	part of	power	FALSE
blender	worker_100	base	has part	power	TRUE
blender	worker_100	handle	has part	pitcher	FALSE
blender	worker_100	control board	has part	base	FALSE
blender	worker_100	control board	required by	power	FALSE
blender	worker_100	power	has part	base	FALSE
blender	worker_104	refilling cap	above	lid	TRUE
blender	worker_104	lid	above	pitcher	TRUE
blender	worker_104	lid	above	handle	TRUE
blender	worker_104	pitcher	next to	handle	TRUE
blender	worker_104	pitcher	above	power	TRUE
blender	worker_104	power	above	base	TRUE
blender	worker_104	power	next to	control board	TRUE
blender	worker_104	control board	above	base	TRUE
blender	worker_104	lid	above	refilling cap	FALSE
blender	worker_104	lid	below	refilling cap	TRUE
blender	worker_104	pitcher	above	lid	FALSE
blender	worker_104	pitcher	below	lid	TRUE
blender	worker_104	handle	above	lid	FALSE
blender	worker_104	handle	below	lid	TRUE
blender	worker_104	handle	next to	pitcher	TRUE
blender	worker_104	power	above	pitcher	FALSE
blender	worker_104	power	below	pitcher	TRUE
blender	worker_104	base	above	power	FALSE
blender	worker_104	base	below	power	TRUE
blender	worker_104	control board	next to	power	TRUE
blender	worker_104	base	above	control board	FALSE
blender	worker_104	base	below	control board	TRUE
blender	worker_104	refilling cap	above	pitcher	TRUE
blender	worker_104	refilling cap	above	handle	TRUE
blender	worker_104	lid	above	power	TRUE
blender	worker_104	pitcher	above	base	TRUE
blender	worker_104	pitcher	below	refilling cap	TRUE
blender	worker_104	handle	below	refilling cap	TRUE
blender	worker_104	power	below	lid	TRUE
blender	worker_104	base	below	pitcher	TRUE
blender	worker_104	refilling cap	below	lid	FALSE
blender	worker_104	lid	below	pitcher	FALSE
blender	worker_104	lid	below	handle	FALSE
blender	worker_104	pitcher	below	power	FALSE
blender	worker_104	power	below	base	FALSE
blender	worker_104	control board	below	base	FALSE
blender	worker_104	pitcher	above	refilling cap	FALSE
blender	worker_104	handle	above	refilling cap	FALSE
blender	worker_104	power	above	lid	FALSE
blender	worker_104	base	above	pitcher	FALSE
blender	worker_104	refilling cap	below	pitcher	FALSE
blender	worker_104	refilling cap	below	handle	FALSE
blender	worker_104	lid	below	power	FALSE
blender	worker_104	pitcher	below	base	FALSE
blender	worker_104	refilling cap	above	power	TRUE
blender	worker_104	refilling cap	above	base	TRUE
blender	worker_104	lid	above	base	TRUE
blender	worker_104	power	below	refilling cap	TRUE
blender	worker_104	base	below	lid	TRUE
blender	worker_104	base	below	refilling cap	TRUE
blender	worker_104	power	above	refilling cap	FALSE
blender	worker_104	base	above	refilling cap	FALSE
blender	worker_104	base	above	lid	FALSE
blender	worker_104	refilling cap	below	power	FALSE
blender	worker_104	lid	below	base	FALSE
blender	worker_104	refilling cap	below	base	FALSE
boat	worker_100	stern	behind	transom	TRUE
boat	worker_100	transom	behind	port	TRUE
boat	worker_100	transom	behind	starboard	TRUE
boat	worker_100	port	next to	starboard	TRUE
boat	worker_100	port	above	hull	TRUE
boat	worker_100	starboard	above	hull	TRUE
boat	worker_100	port	behind	gunwale	TRUE
boat	worker_100	starboard	behind	gunwale	TRUE
boat	worker_100	gunwale	above	hull	TRUE
boat	worker_100	gunwale	behind	bow	TRUE
boat	worker_100	transom	behind	stern	FALSE
boat	worker_100	transom	in front of	stern	TRUE
boat	worker_100	port	behind	transom	FALSE
boat	worker_100	port	in front of	transom	TRUE
boat	worker_100	starboard	behind	transom	FALSE
boat	worker_100	starboard	in front of	transom	TRUE
boat	worker_100	starboard	next to	port	TRUE
boat	worker_100	hull	above	port	FALSE
boat	worker_100	hull	below	port	TRUE
boat	worker_100	hull	above	starboard	FALSE
boat	worker_100	hull	below	starboard	TRUE
boat	worker_100	gunwale	behind	port	FALSE
boat	worker_100	gunwale	in front of	port	TRUE
boat	worker_100	gunwale	behind	starboard	FALSE
boat	worker_100	gunwale	in front of	starboard	TRUE
boat	worker_100	hull	above	gunwale	FALSE
boat	worker_100	hull	below	gunwale	TRUE
boat	worker_100	bow	behind	gunwale	FALSE
boat	worker_100	bow	in front of	gunwale	TRUE
boat	worker_100	stern	behind	port	TRUE
boat	worker_100	stern	behind	starboard	TRUE
boat	worker_100	transom	behind	gunwale	TRUE
boat	worker_100	port	behind	bow	TRUE
boat	worker_100	starboard	behind	bow	TRUE
boat	worker_100	port	in front of	stern	TRUE
boat	worker_100	starboard	in front of	stern	TRUE
boat	worker_100	gunwale	in front of	transom	TRUE
boat	worker_100	bow	in front of	port	TRUE
boat	worker_100	bow	in front of	starboard	TRUE
boat	worker_100	stern	in front of	transom	FALSE
boat	worker_100	transom	in front of	port	FALSE
boat	worker_100	transom	in front of	starboard	FALSE
boat	worker_100	port	below	hull	FALSE
boat	worker_100	starboard	below	hull	FALSE
boat	worker_100	port	in front of	gunwale	FALSE
boat	worker_100	starboard	in front of	gunwale	FALSE
boat	worker_100	gunwale	below	hull	FALSE
boat	worker_100	gunwale	in front of	bow	FALSE
boat	worker_100	port	behind	stern	FALSE
boat	worker_100	starboard	behind	stern	FALSE
boat	worker_100	gunwale	behind	transom	FALSE
boat	worker_100	bow	behind	port	FALSE
boat	worker_100	bow	behind	starboard	FALSE
boat	worker_100	stern	in front of	port	FALSE
boat	worker_100	stern	in front of	starboard	FALSE
boat	worker_100	transom	in front of	gunwale	FALSE
boat	worker_100	port	in front of	bow	FALSE
boat	worker_100	starboard	in front of	bow	FALSE
boat	worker_100	stern	behind	gunwale	TRUE
boat	worker_100	stern	behind	bow	TRUE
boat	worker_100	transom	behind	bow	TRUE
boat	worker_100	gunwale	in front of	stern	TRUE
boat	worker_100	bow	in front of	transom	TRUE
boat	worker_100	bow	in front of	stern	TRUE
boat	worker_100	gunwale	behind	stern	FALSE
boat	worker_100	bow	behind	stern	FALSE
boat	worker_100	bow	behind	transom	FALSE
boat	worker_100	stern	in front of	gunwale	FALSE
boat	worker_100	transom	in front of	bow	FALSE
boat	worker_100	stern	in front of	bow	FALSE
boat	worker_102	stern	behind	transom	TRUE
boat	worker_102	transom	next to	port	TRUE
boat	worker_102	transom	above	hull	TRUE
boat	worker_102	transom	next to	starboard	TRUE
boat	worker_102	port	connects	hull	TRUE
boat	worker_102	hull	behind	bow	TRUE
boat	worker_102	hull	connects	starboard	TRUE
boat	worker_102	gunwale	above	bow	TRUE
boat	worker_102	gunwale	above	starboard	TRUE
boat	worker_102	transom	behind	stern	FALSE
boat	worker_102	transom	in front of	stern	TRUE
boat	worker_102	port	next to	transom	TRUE
boat	worker_102	hull	above	transom	FALSE
boat	worker_102	hull	below	transom	TRUE
boat	worker_102	starboard	next to	transom	TRUE
boat	worker_102	hull	connects	port	TRUE
boat	worker_102	bow	behind	hull	FALSE
boat	worker_102	bow	in front of	hull	TRUE
boat	worker_102	starboard	connects	hull	TRUE
boat	worker_102	bow	above	gunwale	FALSE
boat	worker_102	bow	below	gunwale	TRUE
boat	worker_102	starboard	above	gunwale	FALSE
boat	worker_102	starboard	below	gunwale	TRUE
boat	worker_102	stern	in front of	transom	FALSE
boat	worker_102	transom	below	hull	FALSE
boat	worker_102	hull	in front of	bow	FALSE
boat	worker_102	gunwale	below	bow	FALSE
boat	worker_102	gunwale	below	starboard	FALSE
boat	worker_103	transom	part of	stern	TRUE
boat	worker_103	stern	connects	hull	TRUE
boat	worker_103	port	connects	hull	TRUE
boat	worker_103	hull	connects	starboard	TRUE
boat	worker_103	hull	connects	gunwale	TRUE
boat	worker_103	hull	connects	bow	TRUE
boat	worker_103	stern	part of	transom	FALSE
boat	worker_103	stern	has part	transom	TRUE
boat	worker_103	hull	connects	stern	TRUE
boat	worker_103	hull	connects	port	TRUE
boat	worker_103	starboard	connects	hull	TRUE
boat	worker_103	gunwale	connects	hull	TRUE
boat	worker_103	bow	connects	hull	TRUE
boat	worker_103	transom	has part	stern	FALSE
digital camera	worker_101	power switch	next to	mode dial	TRUE
digital camera	worker_101	mode dial	next to	main dial	TRUE
digital camera	worker_101	main dial	next to	shutter button	TRUE
digital camera	worker_101	power switch	next to	shutter button	TRUE
digital camera	worker_101	mode dial	next to	flash	TRUE
digital camera	worker_101	flash	requires	flash button	TRUE
digital camera	worker_101	flash	above	lens	TRUE
digital camera	worker_101	flash button	above	lens	TRUE
digital camera	worker_101	lens	next to	lens release	TRUE
digital camera	worker_101	lens	next to	focus switch mode	TRUE
digital camera	worker_101	lens	next to	shutter button	TRUE
digital camera	worker_101	mode dial	next to	power switch	TRUE
digital camera	worker_101	main dial	next to	mode dial	TRUE
digital camera	worker_101	shutter button	next to	main dial	TRUE
digital camera	worker_101	shutter button	next to	power switch	TRUE
digital camera	worker_101	flash	next to	mode dial	TRUE
digital camera	worker_101	flash button	requires	flash	FALSE
digital camera	worker_101	flash button	required by	flash	TRUE
digital camera	worker_101	lens	above	flash	FALSE
digital camera	worker_101	lens	below	flash	TRUE
digital camera	worker_101	lens	above	flash button	FALSE
digital camera	worker_101	lens	below	flash button	TRUE
digital camera	worker_101	lens release	next to	lens	TRUE
digital camera	worker_101	focus switch mode	next to	lens	TRUE
digital camera	worker_101	shutter button	next to	lens	TRUE
digital camera	worker_101	flash	required by	flash button	FALSE
digital camera	worker_101	flash	below	lens	FALSE
digital camera	worker_101	flash button	below	lens	FALSE
digital camera	worker_100	mode dial	next to	flash	TRUE
digital camera	worker_100	mode dial	next to	power switch	TRUE
digital camera	worker_100	flash	above	flash button	TRUE
digital camera	worker_100	flash button	above	lens release	TRUE
digital camera	worker_100	lens release	next to	lens	TRUE
digital camera	worker_100	power switch	above	shutter button	TRUE
digital camera	worker_100	settings	behind	lens	TRUE
digital camera	worker_100	flash	next to	mode dial	TRUE
digital camera	worker_100	power switch	next to	mode dial	TRUE
digital camera	worker_100	flash button	above	flash	FALSE
digital camera	worker_100	flash button	below	flash	TRUE
digital camera	worker_100	lens release	above	flash button	FALSE
digital camera	worker_100	lens release	below	flash button	TRUE
digital camera	worker_100	lens	next to	lens release	TRUE
digital camera	worker_100	shutter button	above	power switch	FALSE
digital camera	worker_100	shutter button	below	power switch	TRUE
digital camera	worker_100	lens	behind	settings	FALSE
digital camera	worker_100	lens	in front of	settings	TRUE
digital camera	worker_100	flash	above	lens release	TRUE
digital camera	worker_100	lens release	below	flash	TRUE
digital camera	worker_100	flash	below	flash button	FALSE
digital camera	worker_100	flash button	below	lens release	FALSE
digital camera	worker_100	power switch	below	shutter button	FALSE
digital camera	worker_100	settings	in front of	lens	FALSE
digital camera	worker_100	lens release	above	flash	FALSE
digital camera	worker_100	flash	below	lens release	FALSE
digital camera	worker_105	power button	next to	shutter button	TRUE
digital camera	worker_105	power button	next to	mode dial	TRUE
digital camera	worker_105	mode dial	next to	flash	TRUE
digital camera	worker_105	flash	above	lens release	TRUE
digital camera	worker_105	lens release	behind	lens	TRUE
digital camera	worker_105	lens release	behind	shutter	TRUE
digital camera	worker_105	display	behind	lens release	TRUE
digital camera	worker_105	display	next to	settings	TRUE
digital camera	worker_105	shutter button	next to	power button	TRUE
digital camera	worker_105	mode dial	next to	power button	TRUE
digital camera	worker_105	flash	next to	mode dial	TRUE
digital camera	worker_105	lens release	above	flash	FALSE
digital camera	worker_105	lens release	below	flash	TRUE
digital camera	worker_105	lens	behind	lens release	FALSE
digital camera	worker_105	lens	in front of	lens release	TRUE
digital camera	worker_105	shutter	behind	lens release	FALSE
digital camera	worker_105	shutter	in front of	lens release	TRUE
digital camera	worker_105	lens release	behind	display	FALSE
digital camera	worker_105	lens release	in front of	display	TRUE
digital camera	worker_105	settings	next to	display	TRUE
digital camera	worker_105	display	behind	lens	TRUE
digital camera	worker_105	display	behind	shutter	TRUE
digital camera	worker_105	lens	in front of	display	TRUE
digital camera	worker_105	shutter	in front of	display	TRUE
digital camera	worker_105	flash	below	lens release	FALSE
digital camera	worker_105	lens release	in front of	lens	FALSE
digital camera	worker_105	lens release	in front of	shutter	FALSE
digital camera	worker_105	display	in front of	lens release	FALSE
digital camera	worker_105	lens	behind	display	FALSE
digital camera	worker_105	shutter	behind	display	FALSE
digital camera	worker_105	display	in front of	lens	FALSE
digital camera	worker_105	display	in front of	shutter	FALSE
elevator	worker_101	ceiling and lighting	above	floor indicator	TRUE
elevator	worker_101	ceiling and lighting	above	door cladding	TRUE
elevator	worker_101	ceiling and lighting	above	panels	TRUE
elevator	worker_101	panels	above	handrails	TRUE
elevator	worker_101	floor indicator	above	car operating panel	TRUE
elevator	worker_101	car operating panel	above	toe kick	TRUE
elevator	worker_101	door cladding	above	flooring	TRUE
elevator	worker_101	handrails	above	flooring	TRUE
elevator	worker_101	door cladding	next to	toe kick	TRUE
elevator	worker_101	floor indicator	above	ceiling and lighting	FALSE
elevator	worker_101	floor indicator	below	ceiling and lighting	TRUE
elevator	worker_101	door cladding	above	ceiling and lighting	FALSE
elevator	worker_101	door cladding	below	ceiling and lighting	TRUE
elevator	worker_101	panels	above	ceiling and lighting	FALSE
